@relation output_data

@attribute letter_0 numeric
@attribute letter_1 numeric
@attribute letter_2 numeric
@attribute letter_3 numeric
@attribute letter_4 numeric
@attribute letter_5 numeric
@attribute letter_6 numeric
@attribute letter_7 numeric
@attribute letter_8 numeric
@attribute letter_9 numeric
@attribute letter_10 numeric
@attribute letter_11 numeric
@attribute letter_12 numeric
@attribute letter_13 numeric
@attribute letter_14 numeric
@attribute letter_15 numeric
@attribute letter_16 numeric
@attribute letter_17 numeric
@attribute letter_18 numeric
@attribute letter_19 numeric
@attribute letter_20 numeric
@attribute letter_21 numeric
@attribute letter_22 numeric
@attribute letter_23 numeric
@attribute letter_24 numeric
@attribute class {A,B,C,C2,D,E,F,G,H,I,J,K,L,M,N,O,P,R,S,S1,T,U,V,Z,Z1}

@data
0,0,0,0,0,0,0,7,0,0,0,0,114,2,0,0,0,90,9,0,0,0,0,0,0,L
0,0,0,0,0,0,0,18,31,0,0,0,89,20,2,0,0,21,61,3,0,0,0,0,0,L
0,0,0,0,0,0,0,17,0,0,0,0,98,3,0,0,0,72,46,0,0,0,0,0,0,L
0,0,0,0,0,0,0,6,4,0,0,0,92,1,0,0,0,34,71,0,0,0,0,0,0,L
0,0,0,0,0,12,0,7,3,0,2,0,90,2,0,14,0,35,57,0,4,0,0,0,0,L
0,0,0,0,0,0,0,0,0,0,0,13,149,19,0,0,4,289,30,0,0,3,10,1,0,M
0,0,0,0,0,0,0,0,0,0,0,18,138,8,0,0,2,243,14,0,0,0,58,0,0,M
0,0,0,0,0,0,0,0,0,0,0,32,121,78,0,0,0,157,101,0,0,0,40,0,0,M
0,0,0,0,0,0,0,0,0,0,0,3,148,72,0,0,8,178,102,0,0,0,37,0,0,M
0,0,0,0,0,0,0,11,0,0,0,0,191,127,0,0,0,85,52,0,0,0,0,0,0,M
0,0,0,0,0,0,0,2,0,0,0,0,161,128,0,0,0,143,89,0,0,0,36,0,0,M
0,0,0,0,0,0,0,5,0,0,0,23,183,61,0,0,8,139,95,0,0,0,3,0,0,M
0,0,0,0,0,0,0,0,0,0,0,29,152,95,0,0,0,156,111,0,0,0,60,0,0,M
0,0,0,0,0,0,0,14,0,0,0,0,168,135,0,0,0,110,68,0,0,0,0,0,0,M
0,0,0,0,0,0,0,0,3,0,4,0,133,193,6,0,0,89,76,5,0,0,0,0,0,M
0,0,0,0,0,0,0,16,0,0,0,59,227,24,0,0,15,196,57,0,0,5,6,21,0,M
0,0,0,0,0,0,14,4,0,0,0,4,230,16,0,0,37,224,23,0,0,28,39,0,0,M
0,0,0,0,0,0,0,0,0,0,0,0,136,82,0,0,0,143,101,0,0,0,22,0,0,M
0,0,0,0,0,0,0,0,0,0,0,2,122,70,0,0,8,201,117,0,0,0,17,31,0,M
0,0,0,0,0,0,0,0,0,0,0,16,114,74,0,0,0,200,119,0,0,0,16,1,0,M
0,0,0,0,0,0,0,0,0,0,0,63,250,29,0,0,10,179,99,0,0,3,3,24,0,M
0,0,0,0,0,0,0,32,0,0,0,0,161,100,0,0,0,120,95,0,0,0,3,10,0,M
0,0,0,0,0,0,0,68,0,0,0,0,192,141,0,0,0,100,101,0,0,0,17,0,0,M
0,0,0,0,0,0,0,0,0,0,15,0,106,80,0,0,0,168,113,0,0,0,12,23,0,M
0,0,0,0,0,12,0,20,12,0,0,0,135,190,5,0,0,109,147,8,0,0,35,0,0,M
0,0,0,0,0,0,0,0,0,0,0,4,131,67,0,0,0,209,124,0,0,0,10,10,0,M
0,0,0,0,0,0,6,0,0,0,0,10,205,10,0,0,28,255,44,0,0,19,14,1,0,M
0,0,0,0,0,0,0,5,3,0,0,43,226,98,0,0,3,145,83,0,0,7,14,0,0,M
0,0,0,0,0,0,13,9,8,0,0,0,192,147,0,0,12,202,98,0,0,3,19,27,0,M
0,0,0,0,0,0,0,0,0,0,0,17,156,91,0,0,17,192,114,0,0,0,13,14,0,M
0,0,0,0,32,0,0,14,0,0,0,3,190,136,0,0,4,183,142,0,0,1,5,11,0,M
0,0,0,0,0,0,0,0,6,0,0,0,85,115,0,0,0,218,161,0,0,0,19,11,0,M
0,0,0,0,0,0,0,18,39,0,0,0,221,243,0,0,20,145,87,0,0,3,6,0,0,M
0,0,0,0,0,0,0,0,2,0,0,0,122,128,0,0,0,127,140,0,0,0,2,2,0,M
4,0,0,0,0,0,0,12,9,2,0,0,134,193,5,0,0,117,167,7,0,0,7,23,1,M
5,0,16,0,0,0,5,3,0,0,0,8,238,126,0,0,6,104,67,0,0,1,11,0,0,M
0,0,0,0,0,0,0,19,12,0,0,0,221,156,0,0,0,98,71,0,0,0,5,0,0,M
0,0,0,0,0,0,0,10,4,0,0,0,201,202,0,0,0,136,84,0,0,0,9,0,0,M
0,0,0,0,0,0,0,21,14,0,0,1,229,145,0,0,0,131,76,0,0,0,5,0,0,M
0,0,0,0,0,0,0,11,16,0,0,0,225,180,0,0,8,73,66,11,0,0,0,0,0,M
0,0,0,0,0,0,0,12,11,0,0,5,235,162,0,0,10,93,66,0,0,0,0,0,0,M
0,0,0,0,0,0,6,14,24,0,0,0,223,217,0,0,7,92,65,0,0,0,0,0,0,M
0,0,0,0,0,0,0,9,8,0,0,0,217,189,0,0,0,91,74,0,0,0,0,0,0,M
0,0,0,0,0,10,8,11,13,0,12,0,222,131,0,0,0,90,88,0,1,0,7,2,0,M
0,0,0,0,0,0,0,3,0,0,0,0,171,173,0,0,0,102,110,7,0,0,9,0,0,M
0,0,0,0,0,0,0,19,8,0,0,0,226,91,0,0,0,98,80,0,0,0,0,0,0,M
0,0,0,0,0,0,0,13,4,0,0,0,243,109,0,0,0,83,75,0,0,0,0,0,0,M
0,0,0,0,0,0,0,18,3,0,0,0,188,169,0,0,0,82,65,0,0,0,0,0,0,M
0,0,0,0,0,0,0,16,3,0,0,0,193,148,0,0,0,79,41,0,0,0,0,0,0,M
0,0,0,0,0,0,0,37,13,0,0,0,157,238,0,0,0,58,45,0,0,0,0,0,0,M
0,0,0,0,0,0,0,23,6,0,0,0,194,187,0,0,0,80,56,0,0,0,0,0,0,M
0,0,0,20,0,0,0,18,22,0,0,0,152,192,0,0,0,82,73,0,0,0,0,0,0,M
0,0,0,0,0,0,0,8,35,0,0,0,175,215,0,0,0,69,54,0,0,6,0,0,0,M
0,0,0,0,0,0,0,26,24,0,0,0,191,217,0,0,0,80,40,0,0,0,0,0,0,M
0,0,0,0,0,0,0,36,32,4,3,0,153,261,6,3,0,74,52,2,0,0,0,0,0,M
0,0,0,0,0,0,4,28,0,0,0,20,262,3,0,0,15,232,9,0,0,5,8,23,0,M
0,0,0,0,0,0,0,0,0,0,0,34,252,47,0,0,8,100,103,0,0,0,13,38,0,M
0,0,0,0,0,0,3,11,6,0,0,19,371,4,0,0,64,115,19,0,0,0,0,0,0,M
0,0,0,0,0,0,0,14,0,0,0,0,223,138,0,0,0,131,75,0,0,0,14,0,0,M
0,0,0,0,0,0,0,6,0,0,0,0,199,98,0,0,0,110,108,0,0,0,25,20,0,M
0,0,0,0,0,0,0,16,0,0,0,0,184,101,0,0,0,184,105,0,0,0,3,0,0,M
0,0,0,0,0,0,0,22,6,0,0,0,245,227,0,0,4,103,75,0,0,2,63,0,0,M
0,0,0,0,0,0,20,8,49,0,0,14,237,201,0,0,34,101,76,0,0,8,53,0,0,M
0,0,0,0,0,8,3,14,45,0,10,16,262,165,0,20,23,104,94,0,0,0,0,0,0,M
5,0,0,0,0,14,0,15,15,0,8,0,207,187,0,0,0,81,72,2,0,0,0,0,0,M
0,0,0,0,0,0,0,0,0,0,0,61,174,14,0,0,19,260,74,0,0,3,19,15,0,M
0,0,0,0,0,0,2,0,0,0,0,4,232,92,0,0,49,130,114,0,0,3,4,7,0,M
0,0,0,0,0,0,6,5,9,0,0,75,284,132,0,0,9,132,102,0,0,9,6,0,0,M
0,0,0,0,0,0,6,16,22,0,0,22,301,137,0,0,22,93,73,0,0,11,18,0,0,M
0,0,0,0,0,0,0,11,4,0,0,0,220,138,0,0,4,82,61,0,0,0,2,0,0,M
0,0,0,0,0,0,0,19,7,0,0,0,219,187,0,0,0,109,80,0,0,0,11,0,0,M
0,0,0,0,0,0,0,3,3,0,0,0,183,187,0,0,0,83,63,0,0,0,0,0,0,M
0,0,0,0,0,0,2,13,13,0,0,28,219,175,0,0,32,131,86,0,0,3,20,0,0,M
0,0,0,0,0,0,0,10,9,0,8,0,195,168,0,0,0,146,115,0,0,0,8,7,0,M
5,0,0,0,0,13,0,6,9,3,8,0,176,215,8,0,0,102,150,11,0,0,6,12,0,M
0,0,0,0,0,0,0,15,0,0,0,12,240,91,0,0,14,106,101,0,0,0,11,2,0,M
0,0,0,0,0,0,2,6,0,0,0,7,245,18,0,0,17,295,52,0,0,2,8,4,0,M
0,0,0,0,0,0,0,0,0,0,0,34,160,78,0,0,58,172,106,0,0,4,5,9,0,M
0,0,0,0,0,0,0,0,0,0,0,0,142,170,0,0,0,130,108,0,0,0,8,6,0,M
0,0,0,0,0,0,6,5,0,0,0,6,294,7,0,0,29,155,10,0,0,2,6,0,0,M
0,0,0,0,0,0,33,69,11,0,0,20,246,127,0,0,15,50,17,0,0,0,0,0,0,M
0,0,0,0,0,0,0,8,2,0,0,0,207,174,0,0,0,66,69,6,0,0,0,0,0,M
0,0,0,0,0,0,0,16,0,0,0,0,161,143,0,0,0,77,83,0,0,0,10,0,0,M
0,0,0,0,0,0,2,27,18,0,11,1,238,190,0,16,2,55,37,0,12,0,0,0,0,M
4,0,0,0,0,0,0,11,15,1,4,0,161,238,6,6,0,74,78,9,10,0,0,0,0,M
0,0,0,0,0,0,5,4,0,0,0,14,282,66,0,0,26,103,53,0,0,0,0,0,0,M
0,0,0,0,0,0,8,9,0,0,0,40,291,40,0,0,26,136,45,0,0,0,0,0,0,M
0,0,0,0,0,0,6,13,0,0,0,11,353,15,0,0,37,134,14,0,0,0,0,0,0,M
0,0,0,0,0,0,0,20,16,0,0,0,220,175,0,0,0,69,42,0,0,0,6,20,0,M
0,0,0,0,0,0,0,3,6,0,0,0,264,125,0,0,8,64,57,0,0,0,0,0,0,M
0,0,0,0,0,0,0,5,18,0,0,0,219,161,0,0,0,89,39,0,0,0,0,0,0,M
0,0,0,0,0,0,0,7,3,0,0,0,211,160,0,0,0,28,46,0,0,0,0,0,0,M
0,0,0,0,0,0,0,0,0,0,0,8,146,121,0,0,0,133,100,0,0,0,0,0,0,M
0,0,0,0,0,0,3,9,3,0,16,5,232,149,0,0,2,46,36,0,0,0,0,0,0,M
3,0,0,0,0,1,0,24,30,0,0,0,190,190,0,0,0,67,102,0,2,0,0,0,0,M
0,0,0,0,0,0,0,0,0,0,0,25,194,103,0,0,12,110,76,0,0,0,0,0,0,M
0,0,0,0,0,0,0,16,0,0,0,20,252,123,0,0,14,75,54,0,0,0,0,0,0,M
0,0,0,0,0,0,0,3,0,0,0,50,266,93,0,0,46,48,69,0,0,0,0,0,0,M
0,0,0,0,0,0,0,19,1,0,0,0,198,199,0,0,0,60,40,0,0,0,0,0,0,M
0,0,0,0,0,0,0,36,18,0,0,0,238,171,0,0,0,52,41,0,0,0,0,0,0,M
0,0,0,0,0,0,0,77,47,0,0,0,214,160,0,0,0,41,31,0,0,0,0,0,0,M
0,0,0,0,0,0,0,20,6,0,0,0,209,213,0,0,0,29,45,0,0,0,0,0,0,M
0,0,0,0,0,0,8,21,24,0,0,11,247,167,0,0,0,51,50,0,0,0,0,0,0,M
0,0,0,0,0,0,0,23,13,0,8,0,199,195,0,2,0,64,39,0,0,0,0,0,0,M
7,0,0,0,0,9,0,30,16,3,8,0,181,283,7,6,0,66,74,7,4,0,0,0,0,M
0,0,0,0,0,0,0,6,25,0,0,0,138,202,1,0,0,80,115,0,0,0,0,0,0,N
0,0,0,0,0,0,0,10,12,0,0,0,216,108,0,0,0,123,118,0,0,0,8,0,0,N
0,0,0,0,0,0,0,6,10,0,0,0,166,157,0,0,0,64,105,0,0,0,0,0,0,N
0,0,0,0,0,0,0,10,27,0,0,0,164,127,0,0,0,88,141,0,0,0,0,0,0,N
0,0,0,0,0,0,0,7,3,0,0,0,144,152,1,0,0,60,85,0,0,0,0,0,0,N
0,0,0,0,0,0,0,11,3,0,0,0,170,123,0,0,0,105,105,0,0,0,0,0,0,N
0,0,0,0,35,0,0,0,10,6,0,0,160,97,0,0,0,109,93,0,0,0,0,0,0,N
0,0,0,0,0,0,0,3,10,0,0,0,142,209,0,0,0,68,78,0,0,0,0,0,0,N
0,0,0,0,0,0,0,3,3,0,0,0,195,148,0,0,0,60,69,0,0,0,0,0,0,N
0,0,0,0,0,0,0,2,18,2,14,0,113,204,18,42,0,39,95,28,0,0,0,0,0,N
0,0,0,0,0,0,0,3,16,0,0,0,213,132,0,0,0,61,92,0,0,0,0,0,0,N
0,0,0,0,0,0,0,20,8,0,0,0,186,139,0,16,0,55,94,0,0,0,0,0,0,N
0,0,0,0,0,0,0,6,4,0,0,0,163,123,0,0,0,71,92,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,26,0,0,0,132,99,0,0,0,119,86,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,11,0,0,0,163,109,0,0,0,100,94,0,0,0,0,0,0,N
0,0,0,0,0,0,0,10,34,0,16,0,176,112,0,0,0,70,116,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,16,0,0,0,164,104,0,0,7,129,67,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,7,0,0,0,133,107,0,0,0,119,77,0,0,0,16,0,0,N
0,0,0,0,0,0,0,12,4,0,0,0,184,113,0,0,0,92,49,0,0,0,0,0,0,N
0,0,0,0,0,0,0,6,8,0,16,0,193,109,0,0,0,68,96,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,144,95,0,0,0,122,97,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,2,0,174,94,0,30,0,103,118,0,0,0,9,0,0,N
0,0,0,0,0,0,0,0,22,0,0,0,152,120,0,0,0,79,100,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,115,58,0,0,0,180,125,0,0,0,10,9,0,N
0,0,0,0,0,0,0,14,24,0,0,0,175,98,0,0,0,86,99,0,0,0,0,0,0,N
14,0,0,0,0,2,0,6,0,0,0,0,170,90,0,0,0,124,83,0,0,0,0,0,0,N
0,0,0,0,0,0,0,4,8,0,0,10,218,118,0,0,2,139,29,0,0,0,0,0,0,N
0,0,0,0,0,0,0,3,3,0,0,0,198,140,0,0,0,94,58,0,0,0,0,0,0,N
0,0,0,0,0,0,0,25,16,0,0,0,209,102,0,0,10,105,45,0,0,0,0,0,0,N
0,0,0,0,0,0,0,16,18,0,0,0,146,125,0,0,0,68,84,0,0,0,0,0,0,N
0,0,0,0,0,0,0,16,13,0,0,16,176,127,0,0,0,82,104,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,19,0,0,0,173,100,0,0,0,109,119,0,0,0,5,0,0,N
0,0,0,0,0,0,0,10,3,0,0,0,177,118,0,0,0,83,67,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,24,0,0,0,192,111,0,0,0,107,123,0,0,0,0,0,0,N
0,0,0,0,0,0,0,10,3,0,0,0,167,117,0,0,0,109,81,0,0,0,5,0,0,N
0,0,0,0,0,0,0,12,11,0,0,0,179,119,0,14,0,102,89,0,2,0,0,0,0,N
0,0,0,0,0,0,0,2,2,0,0,0,208,114,0,0,0,94,100,0,0,0,0,0,0,N
0,0,0,0,0,0,0,29,21,0,0,0,193,117,0,0,0,88,94,0,0,0,0,0,0,N
0,0,0,0,0,0,0,15,8,0,0,5,175,104,0,0,3,165,33,0,0,0,0,0,0,N
0,0,0,0,0,0,0,3,25,27,0,0,96,240,26,0,0,59,80,12,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,162,105,0,0,0,106,122,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,36,0,0,0,184,108,0,0,0,120,106,0,0,0,16,0,0,N
0,0,0,0,0,0,0,0,0,0,0,2,96,83,0,0,18,176,91,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,102,67,0,0,0,187,131,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,157,78,0,0,0,151,89,0,0,0,16,0,0,N
0,0,8,0,0,0,0,9,18,0,0,0,181,123,0,0,0,93,90,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,13,0,0,4,173,117,0,0,9,152,54,0,0,0,0,0,0,N
0,0,0,0,0,0,0,11,15,0,0,0,193,139,0,0,0,102,93,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,140,84,0,0,0,121,69,0,0,0,0,0,0,N
3,0,0,0,0,45,0,0,0,0,0,0,70,199,32,0,0,82,114,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,170,123,0,0,0,97,98,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,116,94,0,0,0,136,121,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,137,90,0,0,10,157,83,0,0,2,6,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,123,97,0,0,0,123,159,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,128,84,0,0,0,110,134,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,75,69,0,0,0,171,125,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,20,107,80,0,4,6,164,110,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,179,110,0,0,0,126,87,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,163,84,0,0,0,169,74,0,0,0,8,0,0,N
0,0,0,0,0,0,0,0,41,0,0,0,154,119,0,2,0,109,121,0,14,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,166,115,0,0,0,100,145,0,0,0,8,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,130,66,0,0,24,223,71,0,0,0,12,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,145,103,0,0,0,132,149,0,0,0,23,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,158,101,0,0,0,132,145,0,0,0,28,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,117,97,0,0,0,133,109,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,132,107,0,0,0,152,93,0,0,0,8,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,108,82,0,0,0,152,128,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,171,95,0,0,0,113,125,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,128,93,0,0,0,165,118,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,101,98,0,0,0,149,140,0,0,0,12,4,0,N
0,0,0,0,0,0,0,0,0,0,0,0,139,75,0,0,0,133,182,0,0,0,3,12,0,N
0,0,0,0,0,0,0,0,0,0,0,0,119,82,0,0,0,182,106,0,0,0,8,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,97,91,0,0,0,188,117,0,0,0,12,4,0,N
0,0,0,0,0,0,0,0,0,0,0,0,77,50,0,0,37,249,104,0,0,10,11,14,0,N
0,0,0,0,0,0,0,0,0,0,0,0,85,72,0,0,0,173,144,0,0,0,15,2,0,N
0,0,0,0,0,0,0,0,0,0,0,0,126,69,0,0,0,206,127,0,0,0,2,5,0,N
0,0,0,0,0,0,0,0,0,0,0,0,151,70,0,0,18,157,141,0,0,0,15,0,0,N
0,0,0,0,0,0,0,3,4,0,0,0,146,128,0,0,0,188,93,0,0,0,8,0,0,N
0,0,0,0,0,0,0,7,0,0,0,0,201,86,0,0,0,168,87,0,0,0,0,0,0,N
0,0,0,10,0,0,0,5,4,0,0,0,199,122,0,0,0,113,64,0,0,0,0,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,130,67,0,0,0,142,159,0,0,0,9,6,0,N
0,0,0,0,5,0,0,0,0,0,0,61,169,12,0,0,1,283,44,0,0,5,8,0,0,N
0,0,0,0,8,0,0,0,0,0,0,16,204,9,0,0,18,256,8,0,0,10,8,0,0,N
0,0,8,0,8,0,0,0,7,0,0,0,163,97,0,0,0,149,94,0,0,0,7,0,0,N
0,0,0,8,0,0,0,0,0,0,0,0,113,82,0,0,0,137,127,0,0,0,14,0,0,N
0,4,12,0,5,0,0,0,0,0,0,0,132,56,0,0,0,146,148,0,0,0,19,5,0,N
0,2,13,1,8,0,0,0,0,0,0,0,121,60,0,0,6,202,95,0,0,4,9,2,0,N
0,0,0,0,0,0,0,0,7,0,0,0,104,56,0,0,0,135,204,0,0,0,20,15,0,N
0,0,0,0,8,0,0,0,0,0,0,0,121,45,0,0,0,206,149,0,0,0,6,11,0,N
8,6,41,0,1,0,0,6,3,0,0,0,110,153,0,0,0,93,140,0,0,0,22,0,0,N
4,0,0,4,12,0,0,0,0,0,0,0,117,79,0,0,0,157,153,0,0,0,7,0,0,N
0,0,0,0,0,0,0,0,0,0,0,0,127,79,0,0,0,165,126,0,0,0,11,0,0,N
4,2,2,0,0,0,0,3,10,0,0,8,138,111,0,0,16,161,77,0,0,4,11,0,0,N
0,14,2,0,0,0,0,4,0,0,0,0,188,95,0,0,0,143,162,0,0,0,7,0,0,N
0,0,12,0,0,0,0,0,21,0,0,0,152,106,0,0,0,129,134,0,0,0,19,0,0,N
0,8,0,0,0,0,0,0,0,0,0,0,165,85,0,0,0,160,153,0,0,0,21,0,0,N
0,8,0,6,0,0,0,0,0,0,0,15,118,89,0,0,5,221,99,0,0,1,27,8,0,N
0,0,8,3,4,0,0,0,0,0,0,0,123,92,0,0,0,193,124,0,0,0,4,6,0,N
0,2,12,8,0,0,0,0,0,0,0,0,127,73,0,0,0,196,179,0,0,0,27,16,0,N
0,6,0,0,8,0,0,0,0,0,0,0,115,70,0,0,0,168,164,0,0,0,5,9,0,N
0,2,2,0,0,0,0,0,0,0,0,0,130,148,9,0,0,160,154,24,0,0,11,57,0,O
0,0,1,1,40,0,0,0,0,0,0,0,110,110,0,0,0,153,178,0,0,0,4,11,0,O
2,1,4,0,0,0,0,42,14,0,0,10,116,110,0,0,6,159,179,0,0,0,2,7,0,O
0,0,0,10,0,0,0,0,7,0,0,0,79,111,2,0,0,146,154,38,0,0,9,38,0,O
0,14,14,22,12,0,0,0,0,0,0,0,121,143,10,0,0,130,172,12,0,0,4,16,0,O
0,4,0,0,0,0,0,0,0,0,0,0,96,122,8,0,0,120,163,45,0,0,5,11,0,O
0,0,0,9,0,0,0,0,0,0,0,0,103,102,0,0,7,154,140,0,0,0,5,5,0,O
0,0,0,0,0,0,0,0,0,0,0,0,99,137,39,0,0,116,190,53,0,0,8,14,0,O
0,2,0,0,2,0,0,0,0,0,0,0,90,123,5,0,0,130,152,0,0,0,12,12,0,O
16,0,8,0,7,0,0,0,0,0,0,0,88,88,0,0,0,144,163,0,0,0,4,7,0,O
0,0,0,0,2,0,0,0,0,0,0,0,104,90,0,0,0,144,142,0,0,0,9,6,0,O
0,18,12,10,18,0,0,0,0,0,0,0,102,96,0,0,0,127,144,0,0,0,4,3,0,O
5,11,10,6,7,0,0,32,0,0,0,2,123,121,0,0,0,124,145,0,0,0,2,5,0,O
4,10,10,12,9,0,0,0,0,0,0,0,116,127,4,0,0,115,126,28,0,0,1,5,0,O
3,11,5,14,12,0,0,0,0,0,0,0,96,144,10,0,0,129,159,21,0,0,3,7,0,O
1,12,14,7,9,0,0,0,0,0,0,26,131,70,0,0,71,158,140,0,0,0,5,4,0,O
5,8,11,10,11,0,0,0,0,0,0,0,96,99,6,0,0,125,160,18,0,0,2,6,0,O
3,7,10,8,12,0,0,0,0,0,0,0,110,119,0,0,0,124,143,0,0,0,8,14,0,O
9,16,12,14,11,0,0,0,0,0,0,2,110,91,0,0,5,160,121,0,0,0,7,17,0,O
3,22,2,18,12,0,0,0,0,0,0,0,76,131,28,0,0,111,134,79,0,0,6,60,3,O
0,0,0,0,0,0,0,0,0,0,0,0,88,100,0,0,0,135,144,2,0,0,5,16,0,O
0,0,16,16,16,0,0,0,0,0,0,0,120,70,0,0,0,128,107,0,0,0,0,0,0,O
0,16,16,0,36,0,0,0,0,0,0,6,153,75,0,0,9,140,95,0,0,0,0,0,0,O
2,14,16,16,44,0,0,11,0,0,0,0,138,89,0,0,0,132,129,0,0,0,0,0,0,O
0,4,51,32,32,0,0,0,0,0,0,6,137,69,0,0,8,146,102,0,0,0,19,1,0,O
2,30,39,42,16,0,0,0,0,0,0,0,111,64,0,0,0,133,136,0,0,0,22,24,0,O
0,0,30,10,8,0,0,0,0,0,0,0,84,95,0,0,0,133,142,0,0,0,1,8,0,O
2,26,52,0,0,0,0,0,0,0,0,0,112,74,0,0,0,126,132,0,0,0,24,10,0,O
0,20,12,40,26,0,0,0,0,0,0,5,101,67,0,0,11,131,121,0,0,0,0,0,0,O
16,16,32,0,16,0,0,0,0,0,0,0,65,94,9,0,0,92,160,36,0,0,24,3,0,O
0,18,21,17,16,0,0,0,0,0,0,0,88,71,0,0,0,142,135,0,0,0,13,7,0,O
1,25,13,16,10,0,0,0,0,0,0,0,71,71,17,0,0,129,133,0,0,0,8,8,0,O
9,11,8,16,9,0,0,0,0,0,0,0,79,105,2,0,0,126,151,2,0,0,0,0,0,O
8,18,5,5,21,0,0,0,0,0,0,0,88,106,8,0,0,115,133,36,0,0,0,0,0,O
9,11,8,16,9,0,0,0,0,0,0,0,57,113,4,0,0,89,171,20,0,0,0,0,0,O
1,13,22,8,13,0,0,0,0,0,0,0,93,97,0,0,0,119,131,0,0,0,0,0,0,O
7,5,0,16,4,0,0,0,0,0,0,0,80,67,0,0,0,138,131,0,0,0,15,1,0,O
0,12,36,21,16,0,0,0,0,0,0,0,67,80,0,0,0,131,148,0,0,0,19,13,0,O
5,19,23,31,8,0,0,0,0,0,0,0,69,67,0,0,0,140,120,0,0,0,14,15,0,O
9,23,16,8,26,0,0,0,0,0,0,0,26,141,24,0,0,65,179,67,0,0,3,29,0,O
0,0,0,0,0,0,0,0,0,0,0,0,111,89,0,0,0,139,146,0,0,0,14,2,0,O
0,0,8,8,0,0,18,5,0,0,0,0,150,74,0,0,0,143,135,0,0,0,15,20,0,O
0,8,5,3,10,0,0,5,0,0,0,0,135,143,9,0,0,105,155,18,0,0,7,1,0,O
6,8,8,0,0,12,0,0,0,0,0,5,129,144,10,0,7,113,146,22,0,0,0,19,0,O
0,0,16,8,0,0,0,0,0,0,0,1,148,129,0,0,1,122,136,0,0,0,1,4,0,O
0,22,5,13,0,0,0,0,0,0,0,0,79,118,10,0,0,133,135,56,0,0,12,52,0,O
0,0,8,0,0,0,0,0,0,0,0,1,136,82,0,0,8,141,148,3,0,0,7,4,0,O
0,0,8,10,5,0,0,0,0,0,0,0,112,100,0,0,0,143,158,0,0,24,23,9,0,O
0,0,0,4,3,0,0,0,0,0,0,10,129,67,0,0,8,128,110,0,0,0,0,0,0,O
1,12,3,5,10,0,0,0,0,0,0,0,107,100,0,0,0,97,144,0,0,0,0,0,0,O
0,0,7,8,0,0,0,0,0,0,0,0,103,92,12,0,0,119,118,0,0,0,0,0,0,O
0,8,0,0,0,0,0,0,0,0,0,0,152,61,0,0,0,139,105,0,0,0,0,0,0,O
0,10,6,8,0,0,28,0,0,0,0,0,99,79,0,0,0,132,123,0,0,0,7,1,0,O
0,0,8,0,0,0,0,2,0,0,0,0,110,71,0,0,0,126,99,0,0,0,0,0,0,O
7,1,0,0,0,0,0,0,0,0,0,0,90,78,0,0,2,145,182,0,0,0,12,18,0,O
0,12,2,0,8,0,0,10,4,31,0,0,112,105,10,0,0,144,152,0,0,0,20,18,0,O
